company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
netsocket,network_hosting,operating,USA,TX,2006-01-01,venture,2013-09-27,3000000
discuzz,public_relations,operating,USA,WA,,series-a,2013-06-27,3000000
petroalgae,cleantech,operating,USA,FL,2006-01-01,venture,2009-10-09,3000000
quaresso-software,software,operating,USA,TX,2008-04-01,venture,2011-10-27,2774550
objectvideo,software,operating,USA,VA,1998-01-01,series-c+,2006-09-29,8000000
hark,web,operating,USA,WA,2007-10-22,series-a,2007-11-01,5000000
nanostim,medical,operating,USA,CA,2007-01-01,venture,2013-05-03,9500008
bringit-com,games_video,acquired,USA,CA,2008-11-20,venture,2010-11-03,1500000
softlanding-labs,biotech,operating,USA,IL,2009-01-01,venture,2013-05-29,5700
aldagen,biotech,operating,USA,NC,,series-c+,2007-09-01,9000000
kayak,search,acquired,USA,CT,2004-01-14,series-a,2004-01-01,8500000
marinus-pharmaceuticals,biotech,operating,USA,CT,2003-01-01,series-c+,2013-01-07,21000000
rhinocyte,biotech,operating,USA,KY,,other,2011-11-18,1114721
bideo-com,photo_video,operating,USA,LA,2010-02-08,angel,2009-01-01,350000
diatech-oncology,biotech,operating,USA,TN,,private-equity,2013-06-04,18000000
gridpoint,cleantech,operating,USA,VA,2003-01-01,venture,2011-01-14,23600000
design-clinicals,software,operating,USA,WA,2007-01-01,venture,2009-11-30,432299
glumetrics,medical,operating,USA,CA,,other,2011-10-04,5005000
informatics-in-context,enterprise,operating,USA,MA,,venture,2013-04-12,200000
jingit,mobile,operating,USA,MN,2010-01-01,angel,2010-02-18,115000
approva,enterprise,acquired,USA,VA,,series-a,2003-04-09,3500000
atossa-genetics,biotech,operating,USA,WA,2009-01-01,venture,2013-04-11,1000000
aerohive-networks,mobile,operating,USA,CA,2006-01-01,series-c+,2011-03-28,25000000
transactis,software,acquired,USA,NY,,series-a,2008-01-01,3500000
componentlab,software,operating,USA,WA,,angel,2012-12-19,600000
bloomspot-com,ecommerce,acquired,USA,CA,,series-b,2011-08-01,35000000
endeca,search,acquired,USA,MA,,series-a,2001-01-01,10000000
knetwit-inc,web,closed,USA,TN,2007-06-26,angel,2007-10-02,500000
us-toxicology,health,operating,USA,TX,,angel,2012-06-01,200000
civitas-therapeutics,biotech,operating,USA,MA,,series-a,2011-01-10,20000000
premonix,analytics,operating,USA,CA,2011-06-01,angel,2010-01-28,25000
opposing-views,web,operating,USA,CA,2007-09-01,series-a,2008-06-02,1250000
koofers,education,operating,USA,VA,2008-01-01,series-a,2010-09-29,5000000
vectorlearning,web,operating,USA,FL,,venture,2011-08-02,24000000
greenhouse-software,software,operating,USA,NY,2012-01-01,venture,2013-05-20,1030270
illumitex,hardware,operating,USA,TX,2005-01-01,other,2012-03-30,2000000
pano-logic,software,operating,USA,CA,2006-01-01,series-a,2008-01-30,12000000
integrated-trade-processing,software,operating,USA,NY,1999-01-01,series-c+,2007-04-09,9000000
bethebeast,social,operating,USA,CA,2011-01-01,angel,2011-08-01,1000000
ping4,software,operating,USA,NH,,venture,2013-02-14,3881000
skyline-innovations,cleantech,operating,USA,DC,2009-08-01,venture,2012-07-02,1000000
piictu,social,acquired,USA,NY,2011-02-01,angel,2012-05-01,1000000
sara-campbell,ecommerce,operating,USA,MA,1985-01-01,venture,2013-06-29,550000
global-telecom-technology,mobile,operating,USA,VA,1998-01-01,venture,2011-07-06,7500000
vc-vision,consulting,closed,USA,NY,2009-10-24,series-a,2011-02-09,3500000
g2-microsystems,hardware,operating,USA,CA,2004-01-01,other,2009-10-07,1250000
goodlux-technology,other,operating,USA,MA,,other,2013-09-27,560000
bioscale,biotech,operating,USA,MA,,other,2012-03-06,5261050
audiolife,ecommerce,acquired,USA,CA,2008-01-18,series-a,2007-11-01,4000000
outline,analytics,operating,USA,CA,2011-08-23,other,2012-09-01,7000
jamplify,advertising,operating,USA,NY,2012-02-01,angel,2012-05-20,15000
mevion-medical-systems,medical,operating,USA,MA,2004-01-01,private-equity,2012-01-12,25000000
justright-surgical,biotech,operating,USA,CO,,other,2013-09-25,4000000
mskynet,mobile,operating,USA,WA,,series-a,2012-11-28,501320
crimson-hexagon,analytics,operating,USA,MA,2007-08-01,series-b,2011-05-24,5000000
bit-cauldron,hardware,operating,USA,FL,2008-01-01,series-a,2010-03-15,1000000
judysbook,search,operating,USA,WA,2004-01-01,series-a,2004-07-01,2500000
revel-systems,mobile,operating,USA,CA,2010-09-15,series-b,2013-06-26,10100000
location,software,operating,USA,RI,,series-a,2008-05-28,600000
calstar-products,cleantech,operating,USA,CA,2006-01-01,series-a,2008-11-03,8040000
aptidata,analytics,operating,USA,GA,2011-08-03,other,2012-01-11,450000
synos-technology,manufacturing,operating,USA,CA,2008-01-01,private-equity,2012-06-08,14999999
solvonics,medical,operating,USA,AZ,2009-01-01,venture,2013-02-11,25000
second-fourth,consulting,operating,USA,MA,2012-01-01,angel,2012-02-15,50000
ektron,enterprise,operating,USA,NH,1998-01-01,series-c+,2013-06-12,4500000
stylehaul,photo_video,operating,USA,CA,,series-b,2013-02-28,6500000
lighter-capital,finance,operating,USA,WA,2010-06-01,venture,2010-06-01,6000000
energyweb-solutions,ecommerce,operating,USA,PA,2004-04-01,angel,2006-06-15,100000
cloudengage,software,operating,USA,OR,2013-09-01,series-a,2013-09-01,2521400
greenwizard,software,operating,USA,SC,,series-b,2013-09-25,3250000
kona-medical,medical,operating,USA,WA,,series-c+,2012-05-30,30000000
smart-destinations,travel,operating,USA,MA,,other,2008-12-23,3000000
qliktech,software,ipo,USA,PA,1993-01-01,venture,2004-12-06,12500000
azelon-pharmaceuticals,biotech,closed,USA,PA,2000-01-01,series-a,2012-03-16,2422000
endostim,biotech,operating,USA,MO,2009-01-01,series-a,2010-07-19,6000000
iscience-interventional,biotech,operating,USA,CA,1999-01-01,venture,2012-01-31,2759185
truedemand-software,software,acquired,USA,CA,2004-01-01,series-a,2005-08-02,6000000
edgeio,ecommerce,closed,USA,CA,,series-a,2007-07-01,5000000
metara,semiconductor,operating,USA,CA,2000-01-01,series-c+,2005-11-15,11500000
govoluntr,web,operating,USA,CA,2011-05-28,other,2011-11-09,50000
quick-hit,sports,operating,USA,MA,2008-04-01,series-b,2009-01-14,8000000
levels-beyond,software,operating,USA,CO,2007-01-01,series-b,2012-12-20,4499999
digital-lifeboat,security,operating,USA,WA,2007-01-01,series-c+,1997-05-03,2000000
snaptell,software,acquired,USA,CA,2006-01-01,series-a,2007-06-07,4000000
biscotti,hardware,operating,USA,TX,2008-05-01,venture,2012-01-03,1000000
demandtec,software,acquired,USA,CA,1999-12-01,other,2007-08-09,6000000
lyatiss,software,operating,USA,CA,2010-06-01,series-a,2012-05-01,3300000
knowfu,software,operating,USA,NY,2011-01-01,venture,2013-01-09,777967
ninua,web,operating,USA,CA,2007-05-01,angel,2012-12-12,200000
topdown-images,software,operating,USA,NY,2008-01-01,angel,2009-01-01,50000
panta-systems,software,operating,USA,CA,2002-01-01,venture,2005-05-01,9500000
anypresence,enterprise,operating,USA,VA,2010-01-01,series-b,2012-08-08,5500000
ideapaint,ecommerce,operating,USA,MA,2008-01-01,series-c+,2011-04-27,5000000
pollvaultr,software,closed,USA,CA,2012-01-01,venture,2012-05-30,60000
pnp-therapeutics,biotech,operating,USA,AL,,series-c+,2012-06-27,673000
primorigen-biosciences,biotech,operating,USA,WI,,series-a,2006-08-10,2500000
entertainment-media-works,software,closed,USA,NY,2004-07-01,series-b,2007-02-26,4000000
hara,enterprise,operating,USA,CA,2008-01-01,series-c+,2011-05-17,25000000
doochoo,analytics,operating,USA,CA,2010-01-29,angel,2010-01-29,150000
scoot-networks,hardware,operating,USA,CA,2011-01-01,angel,2012-09-12,550000
mobee,analytics,operating,USA,MA,2012-01-01,angel,2012-11-19,1100000
invitemedia,advertising,acquired,USA,PA,2007-02-01,angel,2007-12-01,1000000
the-multiverse-network,software,operating,USA,CA,2004-07-01,angel,2007-04-17,850000
cellerant-therapeutics,biotech,operating,USA,CA,,series-b,2005-05-11,16000000
root-orange,network_hosting,operating,USA,MD,2009-04-01,angel,2009-05-29,35000
neptune-mobile-devices,software,operating,USA,AZ,2009-04-01,angel,2010-08-01,100000
siliconblue-technologies,semiconductor,acquired,USA,CA,,series-c+,2010-05-20,15005567
eco-power-solutions,cleantech,operating,USA,MA,,other,2012-08-02,635739
thebankcloud,mobile,operating,USA,NY,2013-02-01,angel,2013-05-15,300000
document-security-systems,security,ipo,USA,NY,1984-01-01,venture,2011-01-03,4000000
the-resumator,software,operating,USA,PA,2009-01-06,angel,2009-01-01,25000
panaya,software,operating,USA,CA,2006-01-01,series-b,2009-08-10,5000000
endotronix,biotech,operating,USA,IL,2007-01-01,other,2012-08-27,1795000
auditude,advertising,acquired,USA,CA,1999-01-01,venture,2007-01-01,12500000
atooma,mobile,operating,USA,CA,2012-03-05,angel,2013-03-10,100000
definition6,public_relations,operating,USA,GA,1997-01-01,venture,2009-07-13,15000000
continuity-engine,software,operating,USA,CT,2008-01-01,venture,2013-01-09,2161458
offerpop,web,operating,USA,NY,2009-01-01,series-a,2011-09-09,2500000
envista,enterprise,operating,USA,IN,,series-b,2010-12-01,4100000
divitas-networks,messaging,operating,USA,CA,2005-10-14,series-b,2006-08-01,15000000
networked-insights,analytics,operating,USA,NY,2006-01-01,series-b,2011-09-29,20000000
carzen,web,closed,USA,NY,2008-05-01,angel,2008-05-01,350000
storediq,enterprise,operating,USA,TX,2001-01-01,series-c+,2009-04-14,8000000
sundrop-fuels,cleantech,operating,USA,CO,,series-a,2008-02-20,21300000
fate-therapeutics,biotech,ipo,USA,CA,2007-01-01,other,2013-08-14,20000000
advanced-telesensors,medical,operating,USA,CA,2008-01-01,angel,2010-01-01,250000
park-com,mobile,operating,USA,WA,2009-01-01,angel,2009-12-01,250000
singulex,biotech,operating,USA,CA,2003-01-01,series-c+,2007-06-07,19000000
oncopep,biotech,operating,USA,MA,2010-01-01,series-a,2011-04-15,4500000
envision-solar,cleantech,operating,USA,CA,,other,2011-09-14,1000000
dailyburn,web,acquired,USA,NY,2007-10-01,angel,2009-05-26,525000
barosense,biotech,operating,USA,CA,2001-01-01,series-c+,2009-08-24,27000000
liquidspace,hospitality,operating,USA,CA,2010-01-01,series-b,2013-01-15,6000000
miragen-therapeutics,biotech,operating,USA,CO,2007-01-01,series-b,2012-04-24,20000000
calhoun-vision,medical,operating,USA,CA,1999-01-01,series-c+,2009-11-30,5000000
neonova-network-services,network_hosting,acquired,USA,NC,1994-01-01,venture,2009-09-18,2000000
echo-global-logistics,enterprise,ipo,USA,IL,,series-c+,2006-08-09,17400000
retrophin,biotech,ipo,USA,NY,,post-ipo,2013-08-16,25000000
svtc-technologies,consulting,operating,USA,CA,,venture,2009-05-06,34000000
brightscope,finance,operating,USA,CA,2008-02-01,series-b,2009-09-01,2000000
syncardia-systems-inc,medical,operating,USA,AZ,2005-01-01,series-b,2004-05-24,3700000
rallyware,enterprise,operating,USA,MA,2012-05-01,angel,2013-02-01,373000
arsenal-medical-inc,biotech,operating,USA,MA,,other,2011-09-19,3000000
nimsoft,software,acquired,USA,CA,2002-01-01,series-b,2008-10-13,12000000
clique-intelligence,enterprise,operating,USA,CA,,venture,2013-05-22,5000000
benvenue-medical,medical,operating,USA,CA,2004-01-01,series-b,2008-01-07,15000000
regulus-therapeutics,biotech,ipo,USA,CA,,venture,2010-10-28,10000000
practice-fusion,health,operating,USA,CA,2005-07-10,venture,2012-01-11,2000000
exinda,software,operating,USA,MT,2002-01-01,venture,2013-07-03,1000000
photospotland,social,operating,USA,NY,2012-01-01,angel,2013-04-28,27000
nirvanix,enterprise,closed,USA,CA,2007-07-01,series-b,2010-11-10,10000000
genvault,biotech,acquired,USA,CA,,venture,2007-04-04,18000000
ampex,hardware,operating,USA,CA,1944-01-01,venture,2008-10-03,5000000
metawebtechnologies,web,acquired,USA,CA,2005-01-01,series-b,2008-01-15,42000000
linux-networx,software,acquired,USA,UT,1989-01-01,series-c+,2006-03-21,10000000
islanddatacorporation,analytics,acquired,USA,CA,1995-01-01,series-b,2008-07-02,6000000
mall-networks,advertising,operating,USA,MA,2005-01-01,series-b,2006-10-23,2000000
miles-electric-vehicles,automotive,operating,USA,CA,2004-01-01,venture,2008-02-22,15000000
genesis-media-llc,advertising,operating,USA,NY,,venture,2013-07-17,3000000
tresata,analytics,operating,USA,NC,2011-01-01,angel,2012-12-04,750000
simply-hired,search,operating,USA,CA,2004-03-01,series-a,2005-08-05,3000000
bbn-technologies,network_hosting,acquired,USA,MA,1948-01-01,venture,2012-01-17,5500000
active-endpoints,enterprise,operating,USA,MA,2003-01-01,series-a,2004-08-01,6500000
screamin-daily-deals,web,acquired,USA,CA,2010-02-01,series-a,2010-02-15,450000
logmein,software,ipo,USA,MA,2003-01-01,series-b,2005-12-14,10000000
cylene-pharmaceuticals,biotech,operating,USA,CA,,other,2013-01-22,867000
mydrugcosts,enterprise,operating,USA,NC,2010-10-01,other,2013-04-15,75000
local-matters,search,operating,USA,CO,2002-01-01,series-a,2005-05-31,15000000
kno,software,operating,USA,CA,2009-05-01,other,2010-09-08,20317500
fluoropharma,biotech,operating,USA,MA,,venture,2013-09-27,737500
cashstar,ecommerce,operating,USA,ME,2007-12-01,venture,2012-07-10,5000000
sprig-toys,cleantech,operating,USA,CO,,series-a,2008-06-19,2300000
packetmotion-inc,enterprise,operating,USA,CA,2002-01-01,series-b,2006-09-21,5970000
neuros-medical,medical,operating,USA,OH,2008-01-01,series-a,2012-07-18,3500000
centzy,ecommerce,operating,USA,NY,,angel,2012-08-29,794999
quiq,health,operating,USA,PA,2004-01-01,angel,2009-12-28,800000
anagran-inc,network_hosting,operating,USA,CA,2004-01-01,series-c+,2008-09-15,8600000
pacific-biosciences,biotech,ipo,USA,CA,,series-c+,2005-08-31,7720000
unsocial,network_hosting,operating,USA,CA,2010-10-01,venture,2012-03-30,885000
section-101,software,operating,USA,NY,,series-a,2012-10-09,1510000
netprospex,analytics,operating,USA,MA,2006-11-30,series-b,2010-12-07,5500000
sweetlabs,software,operating,USA,CA,2008-02-01,series-c+,2011-09-29,13000000
seesaw-networks,advertising,closed,USA,CA,2005-01-01,series-b,2008-06-24,3300000
transaction-wireless,mobile,operating,USA,CA,2006-01-01,venture,2009-12-09,2000000
change-healthcare,health,operating,USA,TN,2006-06-01,series-a,2007-09-01,1000000
beamz-interactive,music,operating,USA,AZ,,venture,2010-03-02,2477000
appredeem,advertising,operating,USA,CA,2010-09-01,angel,2011-06-16,700000
uluru,biotech,operating,USA,TX,,other,2012-07-10,2210000
coferon,biotech,operating,USA,NY,2009-01-01,series-b,2012-07-16,12000000
5min,games_video,acquired,USA,NY,2007-01-01,angel,2007-04-01,300000
rock-health,health,operating,USA,CA,2010-01-01,other,2012-06-01,500000
mogreet,mobile,acquired,USA,CA,2006-01-01,series-b,2008-11-11,5000000
prism-microwave,mobile,operating,USA,FL,2009-01-01,venture,2012-04-25,3512488
optify,software,operating,USA,WA,2008-08-08,venture,2012-07-16,1999999
gainspan,semiconductor,operating,USA,CA,2006-09-01,series-c+,2011-12-05,18000000
nanoviricides,biotech,ipo,USA,CT,2005-01-01,venture,2012-06-29,5000000
destineer,games_video,operating,USA,MN,,venture,2006-04-27,12000000
brandlive,software,operating,USA,OR,2010-07-25,venture,2012-10-04,65000
slacker,music,operating,USA,CA,2006-01-01,other,2010-02-03,2000000
diffusion-pharmaceuticals,biotech,operating,USA,VA,2001-01-01,private-equity,2013-06-20,5000000
causes,nonprofit,operating,USA,CA,2007-09-01,series-a,2007-01-01,2350000
become,search,operating,USA,CA,2004-01-01,series-c+,2008-07-17,8000000
equametrics,software,operating,USA,NY,2011-01-17,angel,2012-12-01,1000000
poachit,web,operating,USA,NY,2011-01-01,angel,2013-04-22,1000000
kinetic-social,analytics,operating,USA,NY,2011-10-01,other,2012-08-01,3000000
fanzo,mobile,operating,USA,WA,2012-01-01,other,2012-11-13,105000
bitzer-mobile,software,operating,USA,CA,2010-01-01,series-a,2011-11-08,4750000
flare-code,mobile,operating,USA,OH,2010-02-01,angel,2011-08-01,265000
service-now-com,enterprise,operating,USA,CA,2004-01-01,series-a,2005-07-05,2500000
pwrf,semiconductor,operating,USA,TX,,series-c+,2006-06-26,30000000
parke-new-york,ecommerce,operating,USA,NY,2012-01-01,angel,2013-09-01,200000
ontela,mobile,operating,USA,WA,2006-01-01,series-a,2006-11-10,4500000
genbook,web,operating,USA,CA,2007-01-01,series-a,2006-09-25,2200000
thru-inc,software,operating,USA,TX,2002-02-01,series-c+,2013-04-01,7744000
sabia,analytics,operating,USA,CA,2000-01-01,venture,2012-08-21,295000
powersecure-international,cleantech,ipo,USA,NC,,other,2013-06-20,25000000
trueex,enterprise,operating,USA,NY,2010-01-01,venture,2011-11-11,975000
shoeboxed,web,operating,USA,NC,2007-05-01,series-a,2008-01-01,580000
simulmedia,advertising,operating,USA,NY,2009-01-01,series-a,2009-03-06,4000000
bacterin-international-holdings,biotech,operating,USA,MT,1998-01-01,private-equity,2013-06-24,4850001
replysend,software,operating,USA,CO,2011-09-01,angel,2012-05-01,118000
camino-real,software,operating,USA,CA,,series-a,2012-06-06,5068086
pivotlink-formerly-seatab,software,operating,USA,CA,1998-01-01,venture,2012-01-17,13000000
likeme-net,social,operating,USA,CO,2008-10-01,venture,2009-10-15,100000
conformis,medical,operating,USA,MA,2004-01-01,series-c+,2012-06-15,98000000
microfinance-international,finance,closed,USA,DC,,venture,2010-12-12,22000000
click-fox,analytics,operating,USA,GA,2000-01-01,private-equity,2012-12-20,10000257
marketo,software,ipo,USA,CA,2006-01-01,series-c+,2011-11-16,50000000
cardiofocus,biotech,operating,USA,MA,,other,2011-03-21,5000000
interact-public-safety-systems,software,operating,USA,NC,1975-06-01,venture,2008-11-19,28000000
touchstream-technologies,software,operating,USA,NY,2011-01-01,other,2012-07-19,500000
tilera,semiconductor,operating,USA,CA,2004-01-01,series-b,2007-07-01,3000000
clearpoint-metrics,software,operating,USA,MA,1999-01-01,venture,2005-12-28,3500000
searchles,web,operating,USA,DC,,series-a,2008-07-01,2000000
ahalogy,software,operating,USA,OH,2012-10-01,angel,2013-05-20,800000
metricstream,software,operating,USA,CA,1999-01-01,venture,2006-09-29,14100000
telarix,software,operating,USA,VA,1996-01-01,series-c+,2006-08-01,3000000
adara-media,advertising,operating,USA,CA,2005-01-01,venture,2012-01-25,12400000
rethink-books,web,operating,USA,TX,2010-01-01,series-a,2011-11-15,2000000
kinemed,medical,operating,USA,CA,1999-01-01,venture,2011-11-10,3750000
bio-matrix-scientific-group,biotech,operating,USA,CA,,other,2011-12-15,50000
rive-technology,cleantech,operating,USA,MA,,series-c+,2010-12-14,25000000
isis-parenting,education,operating,USA,MA,,venture,2013-03-11,2400000
addthis,analytics,operating,USA,VA,2004-01-01,series-c+,2008-05-20,18000000
bioscale,biotech,operating,USA,MA,,private-equity,2013-07-09,18800000
retrofit,health,operating,USA,IL,,venture,2012-03-15,2700000
aras,software,operating,USA,MA,2000-03-24,series-b,2003-09-22,4200000
invision,software,operating,USA,NY,1993-01-01,venture,2011-03-02,8500000
global-blood-therapeutics,biotech,operating,USA,CA,2012-01-01,series-a,2012-06-14,40700000
glaukos,medical,operating,USA,CA,2001-01-01,other,2012-08-10,4500000
power-efficiency,cleantech,operating,USA,NV,,series-c+,2010-06-22,5020000
nowait,mobile,operating,USA,PA,2010-01-01,angel,2010-06-01,25000
lumosity,web,operating,USA,CA,2005-01-01,series-a,2008-06-03,3100000
sonopia,mobile,operating,USA,CA,2005-01-01,series-a,2006-01-01,8750000
idenix-pharmaceuticals,biotech,ipo,USA,MA,,venture,2010-11-23,20000000
biobehavioral-diagnostics,biotech,operating,USA,MA,2004-01-01,venture,2011-04-29,300000
first-wind,cleantech,operating,USA,MA,,venture,2011-12-19,210000000
company,design,operating,USA,NY,,series-a,2011-08-03,1600000
black-i-robotics,manufacturing,operating,USA,MA,,venture,2012-03-12,168000
astute-medical,medical,operating,USA,CA,2007-01-01,series-b,2011-03-08,13000000
educreations,education,operating,USA,CA,,series-a,2012-08-14,2200000
cafemom,network_hosting,operating,USA,NY,2006-01-01,series-b,2008-03-19,12000000
mira-dx,biotech,operating,USA,CT,,series-a,2010-07-01,4000000
incytu,medical,operating,USA,RI,,venture,2012-01-13,1860000
crunchyroll,games_video,operating,USA,CA,2008-01-01,venture,2010-03-25,750000
rox-medical,medical,operating,USA,CA,2004-01-01,venture,2012-09-06,6000000
northeast-ohio-medical-university,education,operating,USA,OH,1973-11-23,other,2013-07-17,500000
my-friends-lane,ecommerce,operating,USA,GA,2012-02-01,angel,2012-04-01,10000
mobile-armor,security,operating,USA,MO,2002-01-01,series-a,2007-06-14,6000000
catabasis-pharmaceuticals,biotech,operating,USA,MA,2008-01-01,series-a,2010-12-08,14500000
chic-tv,games_video,operating,USA,NY,2006-01-01,angel,2006-01-01,500000
microphage,biotech,operating,USA,CO,,series-a,2006-12-29,1019190
gear6,network_hosting,acquired,USA,CA,2006-08-01,venture,2008-03-26,10000000
tutorspree,education,closed,USA,NY,2010-09-01,venture,2013-02-18,800000
flymuch,web,operating,USA,OH,2009-06-01,venture,2012-04-13,125000
factor-technology-group,software,operating,USA,CA,,series-a,2007-08-30,2960000
trustnode,finance,operating,USA,CA,2009-01-01,venture,2012-07-19,500000
callminer,enterprise,operating,USA,FL,2002-01-01,venture,2010-10-08,7000000
modria,legal,operating,USA,CA,2011-04-01,series-a,2013-07-01,5000000
blinq-media,advertising,acquired,USA,NY,2008-03-01,other,2010-03-14,3500000
unidesk,software,operating,USA,MA,2007-12-01,venture,2012-05-17,9000000
nulu,news,operating,USA,CA,2011-06-01,series-a,2013-06-01,1750000
localemotive,analytics,operating,USA,PA,2011-04-01,angel,2012-09-01,30000
novel,finance,operating,USA,WA,2010-05-04,venture,2010-06-02,550000
green-throttle-games,games_video,operating,USA,CA,2012-02-01,series-a,2012-08-01,6000000
coda-therapeutics,biotech,operating,USA,CA,2005-01-01,other,2011-10-06,6000000
primesource-healthcare-systems,biotech,operating,USA,IL,1982-01-01,other,2013-08-26,5500000
tokutek,enterprise,operating,USA,MA,2006-01-01,other,2011-01-31,500000
flite,advertising,operating,USA,CA,2006-01-01,series-c+,2011-03-08,12000000
alldigital,other,operating,USA,CA,2009-08-03,angel,2011-11-08,762704
thegenerationsnetwork,web,operating,USA,UT,,venture,2007-10-16,300000000
diffusion-pharmaceuticals,biotech,operating,USA,VA,2001-01-01,venture,2012-09-17,5000000
datarobot,enterprise,operating,USA,CT,2012-06-01,series-a,2013-09-16,3300000
rentstuff-com,web,acquired,USA,TN,2010-01-01,angel,2012-04-12,660000
anametrix,analytics,operating,USA,CA,2010-01-01,series-a,2012-10-09,4400000
twigmore,travel,closed,USA,NY,2009-10-15,angel,2011-10-12,150000
hipmunk,travel,operating,USA,CA,2010-01-01,angel,2010-10-05,1000000
realitycheck,analytics,operating,USA,MO,1996-01-10,angel,2013-05-07,180000
onehub,enterprise,operating,USA,WA,2007-10-15,other,2013-05-09,200000
inkling-inc,mobile,operating,USA,CA,2009-08-01,angel,2010-01-01,1000000
turn,advertising,operating,USA,CA,2004-01-01,series-c+,2011-01-05,20000000
synapsense,network_hosting,operating,USA,CA,2006-06-01,series-b,2007-09-10,10000000
mantara,software,operating,USA,NJ,2003-01-01,venture,2011-05-10,7000000
kiptronic,advertising,acquired,USA,CA,2005-05-01,series-b,2008-06-05,3000000
keaton-row,fashion,operating,USA,NY,2011-01-01,series-a,2013-09-06,1600000
rightscale,enterprise,operating,USA,CA,2006-01-01,series-c+,2010-09-22,25000000
fleetmatics,software,operating,USA,IL,2004-10-22,series-b,2008-08-10,25000000
bevo-media,advertising,operating,USA,CA,2008-02-01,angel,2008-01-01,300000
nanostring-technologies,biotech,ipo,USA,WA,2003-01-01,private-equity,2013-05-13,150000
kidzui,web,operating,USA,CA,2006-01-01,series-a,2007-07-01,5000000
grow-mobile,mobile,operating,USA,CA,2012-08-01,angel,2012-09-01,1000000
stellar-biotechnologies,biotech,ipo,USA,CA,1999-01-01,series-a,2012-10-31,1005800
genwi,mobile,operating,USA,CA,2010-01-01,angel,2010-09-23,1100000
nextdocs,software,operating,USA,PA,2006-01-01,series-c+,2013-09-11,13500000
allakos,biotech,operating,USA,CA,2012-01-01,venture,2012-12-20,9999997
slinkset,web,acquired,USA,CA,,angel,2008-06-01,15000
kula-causes,nonprofit,operating,USA,CO,2011-01-09,angel,2011-07-08,500000
cartcrunch,mobile,operating,USA,MA,2011-11-01,angel,2012-08-01,118000
directr,photo_video,operating,USA,MA,2012-01-01,angel,2012-06-29,1100000
intelliworks,enterprise,acquired,USA,MD,2004-12-01,series-c+,2008-04-07,4000000
dermira,biotech,operating,USA,CA,2010-01-01,series-c+,2012-09-12,34006738
red-loop-media,advertising,operating,USA,WA,,series-a,2012-06-04,4500000
luminary-micro,semiconductor,acquired,USA,TX,2004-01-01,series-b,2006-06-01,14000000
advanced-power-projects,cleantech,operating,USA,CA,2009-01-01,series-a,2008-03-18,13000000
houzz,web,operating,USA,CA,2009-01-01,series-b,2011-12-19,11600000
accelgolf,mobile,closed,USA,MA,2008-08-01,other,2008-01-01,5000
joystickers,games_video,operating,USA,IL,2010-07-01,angel,2011-06-01,75000
eldr-media,web,operating,USA,CA,2006-04-01,angel,2008-08-12,1250000
rhythm-newmedia,advertising,operating,USA,CA,2005-01-01,series-c+,2012-09-11,13101322
soldsie-inc,software,operating,USA,CA,2012-05-01,angel,2013-03-06,1000000
melior-discovery,biotech,operating,USA,PA,,series-a,2006-04-05,2500000
clearpath-immigration,other,operating,USA,NY,,venture,2012-08-24,200000
lunera-lighting,cleantech,operating,USA,CA,2007-12-01,private-equity,2012-05-24,6113441
moontoast,advertising,operating,USA,MA,2008-02-01,venture,2012-01-05,6000000
moxtra,web,operating,USA,CA,,series-a,2013-09-24,10000000
mailbox,messaging,acquired,USA,CA,,series-a,2011-11-07,5000000
smart-destinations,travel,operating,USA,MA,,other,2010-06-16,3000000
mdot-network,ecommerce,operating,USA,PA,2008-10-01,series-a,2009-08-14,600000
tynt,messaging,acquired,USA,UT,2007-01-01,series-b,2010-04-16,8000000
trendabl,fashion,operating,USA,NY,2012-01-01,venture,2012-10-10,1235000
kld-energy-technologies,cleantech,operating,USA,TX,2008-01-01,venture,2011-08-04,1400000
ummc,education,operating,USA,MS,1955-01-01,other,2013-08-22,37000000
trunity,education,ipo,USA,NH,2009-08-01,venture,2009-12-11,966500
marquiss-wind-power,other,operating,USA,CA,,series-a,2008-01-25,1300000
infinia,cleantech,operating,USA,UT,1985-01-01,other,2009-10-26,3250000
bountyjobs,web,operating,USA,NY,2006-11-14,venture,2011-09-07,5000000
aria-systems,enterprise,operating,USA,CA,2003-01-01,series-c+,2011-02-01,27200000
design2launch,software,operating,USA,CT,1999-01-01,venture,2005-01-01,200000
pandora,music,ipo,USA,CA,2000-01-01,series-c+,2009-07-10,35000000
autovirt,software,closed,USA,NH,2007-01-01,venture,2011-05-24,5000000
balanced,ecommerce,operating,USA,CA,2010-10-11,angel,2012-11-16,1400000
organic-motion,software,operating,USA,NY,2006-01-01,series-b,2009-10-22,7400000
thrillist-media-group,news,operating,USA,NY,2012-02-01,series-a,2012-08-16,13100000
gaga-sports-entertainment,sports,operating,USA,CA,,angel,2011-01-01,500000
fab-com,ecommerce,operating,USA,NY,2011-06-09,series-a,2010-12-13,1750000
phreesia,software,operating,USA,NY,2005-02-01,series-c+,2010-08-03,4800000
paymetric,security,operating,USA,GA,1998-01-01,series-b,2009-08-08,8000000
nchannel,ecommerce,operating,USA,OH,2011-01-01,venture,2012-04-09,768851
letscram,web,operating,USA,CA,2007-01-01,angel,2009-01-19,185000
